home_team,away_team,toss_won,decision,winner,venue_name,home_captain,away_captain,reserve_umpire,away_team_win_percentage,home_playx1_1,home_playx1_2,home_playx1_3,home_playx1_4,home_playx1_5,home_playx1_6,home_playx1_7,home_playx1_8,home_playx1_9,home_playx1_10,home_playx1_11,away_playx1_1,away_playx1_2,away_playx1_3,away_playx1_4,away_playx1_5,away_playx1_6,away_playx1_7,away_playx1_8,away_playx1_9,away_playx1_10,away_playx1_11,home_key_batsman_1,home_key_batsman_2,home_key_bowler_1,home_key_bowler_2,away_key_batsman_1,away_key_batsman_2,away_key_bowler_1,away_key_bowler_2
RCB,RPS,10,1,11,15,Virat Kohli,MS Dhoni,61,0,Virat Kohli (BT),KL Rahul (WK),AB de Villiers (BT),Shane Watson (AR),Travis Head (BT),Sachin Baby (BT),Stuart Binny (AR),Parvez Rasool (AR),Chris Jordan (BL),Varun Aaron (BL),Yuzvendra Chahal (BL),Ajinkya Rahane (BT),Usman Khawaja (BT),Saurabh Tiwary (BT),MS Dhoni (WK),Thisara Perera (AR),George Bailey (BT),Rajat Bhatia (AR),Ravichandran Ashwin (AR),Adam Zampa (BL),Ashok Dinda (BL),RP Singh (BL),Virat Kohli,KL Rahul,Shane Watson,Yuzvendra Chahal,Ajinkya Rahane,Saurabh Tiwary,Adam Zampa,RP Singh
KXIP,DC,1,1,5,22,Murali Vijay,Zaheer Khan,38,26,Murali Vijay (BT),Marcus Stoinis (BT),Hashim Amla (BT),Wriddhiman Saha (WK),Glenn Maxwell (AR),David Miller (BT),Axar Patel (AR),Gurkeerat Singh Mann (BT),Mohit Sharma (BL),Sandeep Sharma (BL),KC Cariappa (BL),Quinton de Kock (WK),Sanju Samson (BT),Karun Nair (BT),Sam Billings (BT),Carlos Brathwaite (AR),Chris Morris (AR),Rishabh Pant (BT),Amit Mishra (BL),Mohammed Shami (BL),Zaheer Khan (BL),Shahbaz Nadeem (BL),Wriddhiman Saha,Marcus Stoinis,Marcus Stoinis,Sandeep Sharma,Quinton de Kock,Sanju Samson,Chris Morris,Zaheer Khan
MI,SRH,8,1,14,7,Rohit Sharma,David Warner,26,26,Rohit Sharma (BT),Parthiv Patel (WK),Ambati Rayudu (BT),Krunal Pandya (AR),Jos Buttler (BT),Kieron Pollard (AR),Hardik Pandya (AR),Harbhajan Singh (BL),Tim Southee (BL),Mitchell McClenaghan (BL),Jasprit Bumrah (BL),David Warner (BT),Shikhar Dhawan (BT),Kane Williamson (BT),Yuvraj Singh (BT),Moises Henriques (AR),Deepak Hooda (AR),Naman Ojha (WK),Bhuvneshwar Kumar (BL),Barinder Sran (BL),Ashish Nehra (BL),Mustafizur Rahman (BL),Harbhajan Singh,Krunal Pandya,Harbhajan Singh,Mitchell McClenaghan,Shikhar Dhawan,David Warner,Ashish Nehra,Mustafizur Rahman
KKR,GL,2,1,2,9,Gautam Gambhir,Suresh Raina,14,0,Robin Uthappa (WK),Gautam Gambhir (BT),Manish Pandey (BT),Suryakumar Yadav (BT),Shakib Al Hasan (AR),Yusuf Pathan (AR),Andre Russell (AR),Brad Hogg (AR),Piyush Chawla (AR),Morne Morkel (BL),Umesh Yadav (BL),Dwayne Smith (AR),Brendon McCullum (BT),Suresh Raina (BT),Dinesh Karthik (WK),Aaron Finch (BT),Ravindra Jadeja (AR),Dwayne Bravo (AR),Praveen Kumar (BL),Dhawal Kulkarni (BL),Shivil Kaushik (BL),Pravin Tambe (BL),Shakib Al Hasan,Yusuf Pathan,Andre Russell,Brad Hogg,Dinesh Karthik,Brendon McCullum,Praveen Kumar,Dwayne Smith
KXIP,RCB,5,1,11,22,Murali Vijay,Virat Kohli,38,15,Hashim Amla (BT),Murali Vijay (BT),Wriddhiman Saha (WK),David Miller (BT),Marcus Stoinis (BT),Farhaan Behardien (AR),Axar Patel (AR),Mohit Sharma (BL),Anureet Singh (BL),Sandeep Sharma (BL),KC Cariappa (BL),Virat Kohli (BT),KL Rahul (WK),AB de Villiers (BT),Shane Watson (AR),Sachin Baby (BT),Travis Head (BT),Stuart Binny (AR),Chris Jordan (BL),Iqbal Abdulla (AR),Varun Aaron (BL),Yuzvendra Chahal (BL),Murali Vijay,Marcus Stoinis,KC Cariappa,Sandeep Sharma,AB de Villiers,KL Rahul,Shane Watson,Yuzvendra Chahal
RPS,SRH,13,0,14,7,MS Dhoni,David Warner,61,0,Ajinkya Rahane (BT),Usman Khawaja (BT),George Bailey (BT),Ravichandran Ashwin (AR),Saurabh Tiwary (BT),MS Dhoni (WK),Thisara Perera (AR),Rajat Bhatia (AR),Adam Zampa (BL),Ashok Dinda (BL),RP Singh (BL),David Warner (BT),Shikhar Dhawan (BT),Kane Williamson (BT),Yuvraj Singh (BT),Moises Henriques (AR),Deepak Hooda (AR),Naman Ojha (WK),Bhuvneshwar Kumar (BL),Barinder Sran (BL),Ashish Nehra (BL),Mustafizur Rahman (BL),George Bailey,MS Dhoni,Adam Zampa,Ravichandran Ashwin,Shikhar Dhawan,Kane Williamson,Ashish Nehra,Bhuvneshwar Kumar
RCB,MI,8,1,8,15,Virat Kohli,Rohit Sharma,26,46,Virat Kohli (BT),Chris Gayle (AR),AB de Villiers (BT),KL Rahul (WK),Shane Watson (AR),Sachin Baby (BT),Stuart Binny (AR),Chris Jordan (BL),Sreenath Aravind (BL),Varun Aaron (BL),Yuzvendra Chahal (BL),Rohit Sharma (BT),Parthiv Patel (WK),Ambati Rayudu (BT),Nitish Rana (BT),Kieron Pollard (AR),Jos Buttler (BT),Krunal Pandya (AR),Harbhajan Singh (BL),Tim Southee (BL),Mitchell McClenaghan (BL),Jasprit Bumrah (BL),KL Rahul,Sachin Baby,Varun Aaron,Yuzvendra Chahal,Ambati Rayudu,Kieron Pollard,Krunal Pandya,Tim Southee
SRH,DC,1,1,1,23,David Warner,Jean-Paul Duminy,0,42,David Warner (BT),Shikhar Dhawan (BT),Kane Williamson (BT),Yuvraj Singh (BT),Moises Henriques (AR),Deepak Hooda (AR),Naman Ojha (WK),Bhuvneshwar Kumar (BL),Barinder Sran (BL),Ashish Nehra (BL),Mustafizur Rahman (BL),Quinton de Kock (WK),Mayank Agarwal (BT),Karun Nair (BT),Sanju Samson (BT),Rishabh Pant (BT),Jean-Paul Duminy (AR),Jayant Yadav (BL),Chris Morris (AR),Amit Mishra (BL),Nathan Coulter-Nile (BL),Mohammed Shami (BL),David Warner,Shikhar Dhawan,Moises Henriques,Ashish Nehra,Quinton de Kock,Rishabh Pant,Nathan Coulter-Nile,Amit Mishra
MI,KXIP,8,0,5,7,Rohit Sharma,Murali Vijay,38,26,Rohit Sharma (BT),Unmukt Chand (BT),Ambati Rayudu (BT),Nitish Rana (BT),Jos Buttler (WK),Kieron Pollard (AR),Krunal Pandya (AR),Harbhajan Singh (BL),Tim Southee (BL),Mitchell McClenaghan (BL),Jasprit Bumrah (BL),Murali Vijay (BT),Hashim Amla (BT),Wriddhiman Saha (WK),Glenn Maxwell (AR),Gurkeerat Singh Mann (BT),David Miller (BT),Marcus Stoinis (BT),Axar Patel (AR),Mohit Sharma (BL),Sandeep Sharma (BL),KC Cariappa (BL),Kieron Pollard,Nitish Rana,Mitchell McClenaghan,Tim Southee,Wriddhiman Saha,Murali Vijay,Marcus Stoinis,Sandeep Sharma
RCB,GL,2,1,11,15,Virat Kohli,Brendon McCullum,26,0,Chris Gayle (AR),Virat Kohli (BT),AB de Villiers (BT),Shane Watson (AR),KL Rahul (WK),Sachin Baby (BT),Stuart Binny (AR),Chris Jordan (BL),Sreenath Aravind (BL),Varun Aaron (BL),Yuzvendra Chahal (BL),Dwayne Smith (AR),Brendon McCullum (BT),Ravindra Jadeja (AR),Dinesh Karthik (WK),Aaron Finch (BT),Dwayne Bravo (AR),Akshdeep Nath (BT),Praveen Kumar (BL),Dhawal Kulkarni (BL),Pravin Tambe (BL),Shivil Kaushik (BL),AB de Villiers,Virat Kohli,Chris Jordan,Yuzvendra Chahal,Aaron Finch,Ravindra Jadeja,Praveen Kumar,Dhawal Kulkarni
KKR,RPS,11,0,4,9,Gautam Gambhir,MS Dhoni,61,0,Robin Uthappa (WK),Gautam Gambhir (BT),Manish Pandey (BT),Yusuf Pathan (AR),Shakib Al Hasan (AR),Suryakumar Yadav (BT),Andre Russell (AR),Piyush Chawla (AR),Sunil Narine (AR),Ankit Rajpoot (BL),Morne Morkel (BL),Ajinkya Rahane (BT),Usman Khawaja (BT),George Bailey (BT),Saurabh Tiwary (BT),Irfan Pathan (AR),MS Dhoni (WK),Thisara Perera (AR),Ravichandran Ashwin (AR),Adam Zampa (BL),Murugan Ashwin (BL),Ashok Dinda (BL),Yusuf Pathan,Manish Pandey,Piyush Chawla,Andre Russell,George Bailey,Usman Khawaja,Ravichandran Ashwin,Adam Zampa
KXIP,SRH,5,0,14,22,Murali Vijay,David Warner,0,39,Hashim Amla (BT),Murali Vijay (BT),Wriddhiman Saha (WK),Gurkeerat Singh Mann (BT),David Miller (BT),Glenn Maxwell (AR),Marcus Stoinis (BT),Axar Patel (AR),Mohit Sharma (BL),Sandeep Sharma (BL),Anureet Singh (BL),David Warner (BT),Shikhar Dhawan (BT),Deepak Hooda (AR),Yuvraj Singh (BT),Ben Cutting (AR),Moises Henriques (AR),Naman Ojha (WK),Karn Sharma (BL),Bhuvneshwar Kumar (BL),Ashish Nehra (BL),Mustafizur Rahman (BL),Hashim Amla,Gurkeerat Singh Mann,Axar Patel,Sandeep Sharma,David Warner,Yuvraj Singh,Bhuvneshwar Kumar,Moises Henriques
MI,DC,1,1,8,7,Rohit Sharma,Zaheer Khan,38,4,Rohit Sharma (BT),Martin Guptill (BT),Krunal Pandya (AR),Kieron Pollard (AR),Jos Buttler (WK),Ambati Rayudu (BT),Nitish Rana (BT),Harbhajan Singh (BL),Vinay Kumar (BL),Mitchell McClenaghan (BL),Jasprit Bumrah (BL),Mayank Agarwal (BT),Quinton de Kock (WK),Karun Nair (BT),Sanju Samson (BT),Rishabh Pant (BT),Jean-Paul Duminy (AR),Chris Morris (AR),Amit Mishra (BL),Shahbaz Nadeem (BL),Imran Tahir (BL),Zaheer Khan (BL),Krunal Pandya,Martin Guptill,Jasprit Bumrah,Krunal Pandya,Quinton de Kock,Rishabh Pant,Chris Morris,Zaheer Khan
KKR,RCB,10,1,11,9,Gautam Gambhir,Virat Kohli,61,15,Robin Uthappa (WK),Gautam Gambhir (BT),Manish Pandey (BT),Yusuf Pathan (AR),Andre Russell (AR),Suryakumar Yadav (BT),Shakib Al Hasan (AR),Piyush Chawla (AR),Sunil Narine (AR),Ankit Rajpoot (BL),Morne Morkel (BL),Chris Gayle (AR),Virat Kohli (BT),AB de Villiers (BT),Shane Watson (AR),KL Rahul (WK),Sachin Baby (BT),Stuart Binny (AR),Chris Jordan (BL),Sreenath Aravind (BL),Iqbal Abdulla (AR),Yuzvendra Chahal (BL),Gautam Gambhir,Manish Pandey,Sunil Narine,Ankit Rajpoot,Virat Kohli,AB de Villiers,Sreenath Aravind,Iqbal Abdulla
RPS,DC,11,1,12,7,MS Dhoni,Zaheer Khan,26,0,Ajinkya Rahane (BT),Usman Khawaja (BT),George Bailey (BT),Saurabh Tiwary (BT),Irfan Pathan (AR),MS Dhoni (WK),Thisara Perera (AR),Ravichandran Ashwin (AR),Adam Zampa (BL),Ashok Dinda (BL),Deepak Chahar (BL),Quinton de Kock (WK),Shreyas Iyer (BT),Karun Nair (BT),Sanju Samson (BT),Rishabh Pant (BT),Jean-Paul Duminy (AR),Chris Morris (AR),Nathan Coulter-Nile (BL),Amit Mishra (BL),Zaheer Khan (BL),Mohammed Shami (BL),Ajinkya Rahane,Usman Khawaja,Ashok Dinda,Adam Zampa,Karun Nair,Chris Morris,Chris Morris,Amit Mishra
RCB,KXIP,5,1,11,15,Virat Kohli,Murali Vijay,0,37,Chris Gayle (AR),Virat Kohli (BT),AB de Villiers (BT),KL Rahul (WK),Shane Watson (AR),Sachin Baby (BT),Stuart Binny (AR),Chris Jordan (BL),Sreenath Aravind (BL),Varun Aaron (BL),Yuzvendra Chahal (BL),Murali Vijay (BT),Hashim Amla (BT),Wriddhiman Saha (WK),David Miller (BT),Gurkeerat Singh Mann (BT),Axar Patel (AR),Farhaan Behardien (AR),Kyle Abbott (BL),Mohit Sharma (BL),KC Cariappa (BL),Sandeep Sharma (BL),Virat Kohli,Chris Gayle,Yuzvendra Chahal,Shane Watson,Wriddhiman Saha,Gurkeerat Singh Mann,Sandeep Sharma,Axar Patel
GL,KKR,2,1,2,10,Suresh Raina,Gautam Gambhir,38,0,Dwayne Smith (AR),Brendon McCullum (BT),Suresh Raina (BT),Dinesh Karthik (WK),Aaron Finch (BT),Ravindra Jadeja (AR),Dwayne Bravo (AR),Eklavya Dwivedi (UKN),Praveen Kumar (BL),Shadab Jakati (BL),Dhawal Kulkarni (BL),Robin Uthappa (WK),Gautam Gambhir (BT),Manish Pandey (BT),Piyush Chawla (AR),Yusuf Pathan (AR),Shakib Al Hasan (AR),Suryakumar Yadav (BT),Jason Holder (AR),Sunil Narine (AR),Morne Morkel (BL),Ankit Rajpoot (BL),Suresh Raina,Aaron Finch,Dwayne Smith,Shadab Jakati,Yusuf Pathan,Robin Uthappa,Sunil Narine,Ankit Rajpoot
DC,SRH,1,1,1,27,Zaheer Khan,David Warner,61,49,Quinton de Kock (WK),Rishabh Pant (BT),Karun Nair (BT),Jean-Paul Duminy (AR),Carlos Brathwaite (AR),Sanju Samson (BT),Pawan Negi (BL),Amit Mishra (BL),Zaheer Khan (BL),Jayant Yadav (BL),Nathan Coulter-Nile (BL),David Warner (BT),Shikhar Dhawan (BT),Deepak Hooda (AR),Yuvraj Singh (BT),Moises Henriques (AR),Eoin Morgan (BT),Naman Ojha (WK),Bhuvneshwar Kumar (BL),Karn Sharma (BL),Mustafizur Rahman (BL),Barinder Sran (BL),Karun Nair,Rishabh Pant,Carlos Brathwaite,Jean-Paul Duminy,David Warner,Moises Henriques,Barinder Sran,Mustafizur Rahman
RPS,KXIP,5,0,12,7,MS Dhoni,Murali Vijay,26,0,Ajinkya Rahane (BT),Usman Khawaja (BT),George Bailey (BT),Saurabh Tiwary (BT),MS Dhoni (WK),Irfan Pathan (AR),Thisara Perera (AR),Ravichandran Ashwin (AR),Adam Zampa (BL),Ashok Dinda (BL),Deepak Chahar (BL),Hashim Amla (BT),Murali Vijay (BT),Wriddhiman Saha (WK),Gurkeerat Singh Mann (BT),David Miller (BT),Farhaan Behardien (AR),Axar Patel (AR),Rishi Dhawan (AR),Kyle Abbott (BL),Mohit Sharma (BL),Sandeep Sharma (BL),MS Dhoni,Usman Khawaja,Ravichandran Ashwin,Ashok Dinda,Murali Vijay,Gurkeerat Singh Mann,Gurkeerat Singh Mann,Rishi Dhawan
GL,MI,2,1,2,10,Suresh Raina,Rohit Sharma,38,0,Aaron Finch (BT),Brendon McCullum (BT),Suresh Raina (BT),Dinesh Karthik (WK),Dwayne Smith (AR),Ravindra Jadeja (AR),Dwayne Bravo (AR),Eklavya Dwivedi (UKN),Shadab Jakati (BL),Praveen Kumar (BL),Dhawal Kulkarni (BL),Rohit Sharma (BT),Martin Guptill (BT),Nitish Rana (BT),Krunal Pandya (AR),Jos Buttler (WK),Kieron Pollard (AR),Hardik Pandya (AR),Harbhajan Singh (BL),Vinay Kumar (BL),Mitchell McClenaghan (BL),Jasprit Bumrah (BL),Suresh Raina,Brendon McCullum,Dwayne Bravo,Praveen Kumar,Nitish Rana,Jos Buttler,Vinay Kumar,Harbhajan Singh
KKR,SRH,13,1,4,9,Gautam Gambhir,David Warner,0,0,Robin Uthappa (WK),Gautam Gambhir (BT),Colin Munro (BT),Manish Pandey (BT),Yusuf Pathan (AR),Jason Holder (AR),Shakib Al Hasan (AR),Suryakumar Yadav (BT),Ankit Rajpoot (BL),Sunil Narine (AR),Kuldeep Yadav (BL),Shikhar Dhawan (BT),David Warner (BT),Naman Ojha (WK),Yuvraj Singh (BT),Kane Williamson (BT),Deepak Hooda (AR),Moises Henriques (AR),Karn Sharma (BL),Bhuvneshwar Kumar (BL),Barinder Sran (BL),Mustafizur Rahman (BL),Yusuf Pathan,Manish Pandey,Sunil Narine,Kuldeep Yadav,Shikhar Dhawan,Yuvraj Singh,Bhuvneshwar Kumar,Deepak Hooda
DC,RCB,10,1,11,27,Zaheer Khan,Virat Kohli,61,49,Quinton de Kock (WK),Rishabh Pant (BT),Karun Nair (BT),Sanju Samson (BT),Sam Billings (BT),Pawan Negi (BL),Carlos Brathwaite (AR),Chris Morris (AR),Jayant Yadav (BL),Amit Mishra (BL),Zaheer Khan (BL),Chris Gayle (AR),Virat Kohli (BT),AB de Villiers (BT),KL Rahul (WK),Shane Watson (AR),Stuart Binny (AR),Sachin Baby (BT),Chris Jordan (BL),Iqbal Abdulla (AR),Sreenath Aravind (BL),Yuzvendra Chahal (BL),Quinton de Kock,Chris Morris,Carlos Brathwaite,Pawan Negi,Virat Kohli,KL Rahul,Yuzvendra Chahal,Chris Gayle
RCB,GL,10,1,11,15,Virat Kohli,Suresh Raina,0,0,Chris Gayle (AR),Virat Kohli (BT),AB de Villiers (BT),KL Rahul (WK),Shane Watson (AR),Sachin Baby (BT),Stuart Binny (AR),Iqbal Abdulla (AR),Chris Jordan (BL),Sreenath Aravind (BL),Yuzvendra Chahal (BL),Aaron Finch (BT),Brendon McCullum (BT),Suresh Raina (BT),Dinesh Karthik (WK),Dwayne Smith (AR),Ravindra Jadeja (AR),Dwayne Bravo (AR),Eklavya Dwivedi (UKN),Praveen Kumar (BL),Dhawal Kulkarni (BL),Shadab Jakati (BL),AB de Villiers,Iqbal Abdulla,Shane Watson,Chris Jordan,Dwayne Smith,Dinesh Karthik,Dhawal Kulkarni,Ravindra Jadeja
KKR,SRH,4,1,14,0,Gautam Gambhir,David Warner,26,0,Robin Uthappa (WK),Gautam Gambhir (BT),Colin Munro (BT),Manish Pandey (BT),Yusuf Pathan (AR),Suryakumar Yadav (BT),Rajagopal Sathish (AR),Jason Holder (AR),Sunil Narine (AR),Morne Morkel (BL),Kuldeep Yadav (BL),David Warner (BT),Shikhar Dhawan (BT),Moises Henriques (AR),Yuvraj Singh (BT),Deepak Hooda (AR),Ben Cutting (AR),Naman Ojha (WK),Bhuvneshwar Kumar (BL),Bipul Sharma (AR),Barinder Sran (BL),Mustafizur Rahman (BL),Manish Pandey,Gautam Gambhir,Kuldeep Yadav,Morne Morkel,Yuvraj Singh,Moises Henriques,Bhuvneshwar Kumar,Moises Henriques
GL,SRH,13,1,14,0,Suresh Raina,David Warner,26,57,Eklavya Dwivedi (UKN),Brendon McCullum (BT),Suresh Raina (BT),Dinesh Karthik (WK),Aaron Finch (BT),Dwayne Smith (AR),Ravindra Jadeja (AR),Dwayne Bravo (AR),Dhawal Kulkarni (BL),Praveen Kumar (BL),Shivil Kaushik (BL),David Warner (BT),Shikhar Dhawan (BT),Moises Henriques (AR),Yuvraj Singh (BT),Deepak Hooda (AR),Ben Cutting (AR),Naman Ojha (WK),Bipul Sharma (AR),Bhuvneshwar Kumar (BL),Barinder Sran (BL),Trent Boult (BL),Aaron Finch,Brendon McCullum,Shivil Kaushik,Dwayne Bravo,David Warner,Bipul Sharma,Ben Cutting,Bhuvneshwar Kumar
RCB,SRH,13,0,14,15,Virat Kohli,David Warner,0,18,Chris Gayle (AR),Virat Kohli (BT),AB de Villiers (BT),KL Rahul (WK),Shane Watson (AR),Sachin Baby (BT),Stuart Binny (AR),Chris Jordan (BL),Iqbal Abdulla (AR),Sreenath Aravind (BL),Yuzvendra Chahal (BL),David Warner (BT),Shikhar Dhawan (BT),Moises Henriques (AR),Yuvraj Singh (BT),Deepak Hooda (AR),Ben Cutting (AR),Naman Ojha (WK),Bipul Sharma (AR),Bhuvneshwar Kumar (BL),Barinder Sran (BL),Mustafizur Rahman (BL),Chris Gayle,Virat Kohli,Chris Jordan,Sreenath Aravind,David Warner,Ben Cutting,Ben Cutting,Bipul Sharma
KKR,MI,4,1,4,9,Gautam Gambhir,Rohit Sharma,59,52,Robin Uthappa (WK),Gautam Gambhir (BT),Manish Pandey (BT),Suryakumar Yadav (BT),Yusuf Pathan (AR),Shakib Al Hasan (AR),Andre Russell (AR),Piyush Chawla (AR),Sunil Narine (AR),Umesh Yadav (BL),Morne Morkel (BL),Rohit Sharma (BT),Aaron Finch (BT),Aditya Tare (WK),Ambati Rayudu (BT),Corey Anderson (AR),Kieron Pollard (AR),Harbhajan Singh (BL),Lasith Malinga (BL),Vinay Kumar (BL),Jasprit Bumrah (BL),Pragyan Ojha (BL),Gautam Gambhir,Suryakumar Yadav,Morne Morkel,Shakib Al Hasan,Rohit Sharma,Corey Anderson,Harbhajan Singh,Corey Anderson
CSK,DC,1,1,0,16,MS Dhoni,Jean-Paul Duminy,5,18,Dwayne Smith (AR),Brendon McCullum (BT),Suresh Raina (BT),Faf du Plessis (BT),Ravindra Jadeja (AR),MS Dhoni (WK),Dwayne Bravo (AR),Ravichandran Ashwin (AR),Mohit Sharma (BL),Ishwar Pandey (BL),Ashish Nehra (BL),Mayank Agarwal (BT),Chidhambaram Gautam (WK),Albie Morkel (AR),Shreyas Iyer (BT),Kedar Jadhav (AR),Yuvraj Singh (BT),Jean-Paul Duminy (AR),Nathan Coulter-Nile (BL),Amit Mishra (BL),Imran Tahir (BL),Domnic Muthuswami (UKN),Dwayne Smith,Faf du Plessis,Ashish Nehra,Dwayne Bravo,Albie Morkel,Kedar Jadhav,Nathan Coulter-Nile,Jean-Paul Duminy
KXIP,RR,5,1,13,17,George Bailey,Steven Smith,25,33,Virender Sehwag (BT),Murali Vijay (BT),Wriddhiman Saha (WK),Glenn Maxwell (AR),Axar Patel (AR),David Miller (BT),George Bailey (BT),Mitchell Johnson (BL),Anureet Singh (BL),Karanveer Singh (UKN),Sandeep Sharma (BL),Ajinkya Rahane (BT),Sanju Samson (WK),Steven Smith (BT),Karun Nair (BT),Stuart Binny (AR),Deepak Hooda (AR),James Faulkner (AR),Chris Morris (AR),Tim Southee (BL),Dhawal Kulkarni (BL),Pravin Tambe (BL),Murali Vijay,Axar Patel,Anureet Singh,Mitchell Johnson,James Faulkner,Steven Smith,James Faulkner,Tim Southee
CSK,SRH,0,0,0,16,MS Dhoni,David Warner,5,28,Dwayne Smith (AR),Brendon McCullum (BT),Suresh Raina (BT),MS Dhoni (WK),Ravindra Jadeja (AR),Dwayne Bravo (AR),Faf du Plessis (BT),Ravichandran Ashwin (AR),Mohit Sharma (BL),Ishwar Pandey (BL),Ashish Nehra (BL),David Warner (BT),Shikhar Dhawan (BT),KL Rahul (BT),Naman Ojha (WK),Ravi Bopara (BT),Kane Williamson (BT),Karn Sharma (BL),Parvez Rasool (AR),Bhuvneshwar Kumar (BL),Ishant Sharma (BL),Trent Boult (BL),Brendon McCullum,MS Dhoni,Dwayne Bravo,Mohit Sharma,David Warner,Kane Williamson,Trent Boult,Ravi Bopara
KKR,RCB,10,1,11,9,Gautam Gambhir,Virat Kohli,59,6,Robin Uthappa (WK),Gautam Gambhir (BT),Manish Pandey (BT),Suryakumar Yadav (BT),Yusuf Pathan (AR),Andre Russell (AR),Shakib Al Hasan (AR),Piyush Chawla (AR),Sunil Narine (AR),KC Cariappa (BL),Morne Morkel (BL),Chris Gayle (AR),Virat Kohli (BT),Dinesh Karthik (WK),Mandeep Singh (AR),AB de Villiers (BT),Daren Sammy (AR),Sean Abbott (BL),Harshal Patel (BL),Abu Nechim (BL),Yuzvendra Chahal (BL),Varun Aaron (BL),Gautam Gambhir,Andre Russell,Yusuf Pathan,Shakib Al Hasan,Chris Gayle,AB de Villiers,Yuzvendra Chahal,Abu Nechim
DC,RR,12,1,13,0,Jean-Paul Duminy,Steven Smith,28,33,Mayank Agarwal (BT),Shreyas Iyer (BT),Jean-Paul Duminy (AR),Yuvraj Singh (BT),Angelo Mathews (AR),Manoj Tiwary (BT),Kedar Jadhav (WK),Nathan Coulter-Nile (BL),Amit Mishra (BL),Imran Tahir (BL),Jaydev Unadkat (BL),Ajinkya Rahane (BT),Sanju Samson (WK),Steven Smith (BT),Karun Nair (BT),Stuart Binny (AR),Deepak Hooda (AR),James Faulkner (AR),Chris Morris (AR),Tim Southee (BL),Dhawal Kulkarni (BL),Pravin Tambe (BL),Jean-Paul Duminy,Shreyas Iyer,Imran Tahir,Amit Mishra,Deepak Hooda,Ajinkya Rahane,Chris Morris,Pravin Tambe
MI,KXIP,8,1,5,34,Rohit Sharma,George Bailey,24,18,Rohit Sharma (BT),Aaron Finch (BT),Aditya Tare (WK),Ambati Rayudu (BT),Corey Anderson (AR),Kieron Pollard (AR),Jagadeesha Suchith (BL),Harbhajan Singh (BL),Vinay Kumar (BL),Lasith Malinga (BL),Pawan Suyal (BL),Murali Vijay (BT),Virender Sehwag (BT),Glenn Maxwell (AR),David Miller (BT),George Bailey (BT),Rishi Dhawan (AR),Mitchell Johnson (BL),Wriddhiman Saha (WK),Axar Patel (AR),Anureet Singh (BL),Sandeep Sharma (BL),Harbhajan Singh,Jagadeesha Suchith,Harbhajan Singh,Lasith Malinga,George Bailey,Virender Sehwag,Mitchell Johnson,Axar Patel
RCB,SRH,13,1,14,15,Virat Kohli,David Warner,5,15,Chris Gayle (AR),Virat Kohli (BT),Dinesh Karthik (WK),AB de Villiers (BT),Mandeep Singh (AR),Daren Sammy (AR),Sean Abbott (BL),Harshal Patel (BL),Abu Nechim (BL),Varun Aaron (BL),Yuzvendra Chahal (BL),David Warner (BT),Shikhar Dhawan (BT),Kane Williamson (BT),KL Rahul (BT),Naman Ojha (WK),Ravi Bopara (BT),Ashish Reddy (AR),Karn Sharma (BL),Praveen Kumar (BL),Bhuvneshwar Kumar (BL),Trent Boult (BL),AB de Villiers,Virat Kohli,Yuzvendra Chahal,Daren Sammy,David Warner,Shikhar Dhawan,Trent Boult,Bhuvneshwar Kumar
RR,MI,8,0,13,24,Steven Smith,Rohit Sharma,24,33,Ajinkya Rahane (BT),Sanju Samson (WK),Steven Smith (BT),Deepak Hooda (AR),James Faulkner (AR),Karun Nair (BT),Stuart Binny (AR),Chris Morris (AR),Tim Southee (BL),Dhawal Kulkarni (BL),Pravin Tambe (BL),Aaron Finch (BT),Parthiv Patel (WK),Unmukt Chand (BT),Rohit Sharma (BT),Corey Anderson (AR),Kieron Pollard (AR),Jagadeesha Suchith (BL),Shreyas Gopal (AR),Lasith Malinga (BL),Vinay Kumar (BL),Pawan Suyal (BL),Steven Smith,Ajinkya Rahane,Stuart Binny,Dhawal Kulkarni,Kieron Pollard,Corey Anderson,Vinay Kumar,Shreyas Gopal
KXIP,DC,5,0,1,17,George Bailey,Jean-Paul Duminy,28,18,Murali Vijay (BT),Virender Sehwag (BT),Wriddhiman Saha (WK),David Miller (BT),Glenn Maxwell (AR),George Bailey (BT),Axar Patel (AR),Rishi Dhawan (AR),Mitchell Johnson (BL),Anureet Singh (BL),Sandeep Sharma (BL),Mayank Agarwal (BT),Shreyas Iyer (BT),Jean-Paul Duminy (AR),Yuvraj Singh (BT),Angelo Mathews (AR),Kedar Jadhav (WK),Manoj Tiwary (BT),Nathan Coulter-Nile (BL),Amit Mishra (BL),Imran Tahir (BL),Domnic Muthuswami (UKN),Virender Sehwag,Wriddhiman Saha,Anureet Singh,Axar Patel,Mayank Agarwal,Yuvraj Singh,Imran Tahir,Jean-Paul Duminy
